statuses_count,followers_count,friends_count,favourites_count,listed_count,sex_code,lang_code,tweets_per_day,account_age_days,description_length,default_profile,verified
9372.0,179.0,723.0,87.0,0.0,0,2,0,0,38,0,0
537.0,117.0,552.0,4.0,1.0,-2,1,0,0,141,0,0
446.0,84.0,418.0,4.0,1.0,0,2,0,0,140,0,0
5999.0,258.0,770.0,14.0,2.0,0,2,0,0,20,0,0
11156.0,148.0,104.0,18.0,5.0,-2,2,0,0,99,0,0
139.0,53.0,53.0,0.0,1.0,2,2,0,0,52,1,0
567.0,77.0,171.0,6.0,0.0,0,2,0,0,116,0,0
77.0,14.0,18.0,1.0,1.0,2,1,0,0,146,1,0
235.0,78.0,152.0,55.0,0.0,0,2,0,0,54,0,0
25575.0,1672.0,802.0,2329.0,52.0,-2,2,0,0,55,0,0
120.0,62.0,183.0,27.0,0.0,0,2,0,0,47,0,0
1130.0,88.0,111.0,97.0,4.0,-2,1,0,0,32,0,0
79876.0,473.0,299.0,203.0,16.0,-2,2,0,0,55,0,0
613.0,46.0,105.0,46.0,0.0,2,2,0,0,51,0,0
4288.0,126.0,199.0,5.0,1.0,2,1,0,0,79,1,0
3896.0,369.0,250.0,20.0,10.0,0,1,0,0,112,1,0
44.0,4.0,12.0,1.0,1.0,2,2,0,0,146,1,0
2277.0,150.0,536.0,33.0,5.0,2,1,0,0,0,0,0
326.0,444.0,620.0,1524.0,1.0,0,2,0,0,62,0,0
3730.0,220.0,282.0,34.0,6.0,2,3,0,0,48,0,0
2060.0,100.0,164.0,19.0,0.0,0,2,0,0,58,0,0
787.0,63.0,161.0,43.0,1.0,2,1,0,0,84,1,0
640.0,77.0,227.0,13.0,1.0,2,2,0,0,115,0,0
2475.0,207.0,356.0,38.0,1.0,2,2,0,0,36,0,0
1334.0,94.0,338.0,97.0,0.0,2,2,0,0,148,0,0
1349.0,161.0,546.0,1609.0,5.0,2,2,0,0,155,0,0
1533.0,96.0,168.0,46.0,0.0,-2,1,0,0,151,0,0
413.0,42.0,275.0,42.0,0.0,-2,2,0,0,144,0,0
2185.0,64.0,262.0,173.0,0.0,2,2,0,0,31,0,0
8713.0,563.0,774.0,6688.0,11.0,-2,2,0,0,152,0,0
650.0,95.0,139.0,2.0,0.0,0,2,0,0,142,1,0
2617.0,128.0,324.0,63.0,3.0,2,2,0,0,81,0,0
268.0,120.0,429.0,76.0,0.0,-2,1,0,0,150,0,0
1110.0,179.0,2000.0,0.0,1.0,2,2,0,0,27,0,0
4707.0,1772.0,1771.0,23.0,8.0,0,2,0,0,78,0,0
1447.0,252.0,667.0,2.0,2.0,2,2,0,0,20,0,0
3020.0,516.0,443.0,225.0,3.0,2,2,0,0,128,0,0
302.0,56.0,156.0,12.0,4.0,2,2,0,0,154,0,0
1809.0,102.0,392.0,18.0,1.0,0,2,0,0,62,1,0
271.0,21.0,63.0,8.0,1.0,2,2,0,0,98,0,0
8890.0,189.0,283.0,176.0,2.0,2,1,0,0,141,1,0
13300.0,238.0,158.0,1905.0,5.0,2,2,0,0,50,0,0
6212.0,369.0,198.0,103.0,5.0,0,2,0,0,108,0,0
1570.0,243.0,761.0,388.0,9.0,-2,1,0,0,113,0,0
1111.0,84.0,601.0,0.0,3.0,2,2,0,0,22,1,0
4812.0,575.0,860.0,30.0,18.0,-2,2,0,0,118,0,0
34098.0,13890.0,12773.0,85.0,486.0,2,1,0,0,54,0,0
6273.0,588.0,868.0,16.0,9.0,2,2,0,0,58,0,0
183.0,17.0,78.0,3.0,1.0,2,2,0,0,123,0,0
8387.0,214.0,314.0,3049.0,11.0,-2,1,0,0,161,0,0
1373.0,281.0,405.0,127.0,3.0,0,1,0,0,71,0,0
33.0,20.0,95.0,0.0,0.0,2,2,0,0,85,0,0
2636.0,54.0,100.0,0.0,0.0,-2,1,0,0,50,0,0
3199.0,111.0,216.0,289.0,7.0,2,1,0,0,159,0,0
16037.0,635.0,320.0,86.0,16.0,2,2,0,0,151,0,0
5756.0,554.0,1853.0,32.0,10.0,0,1,0,0,57,0,0
4712.0,469.0,1988.0,98.0,5.0,-2,1,0,0,46,0,0
1497.0,153.0,308.0,121.0,3.0,-2,2,0,0,15,0,0
1959.0,289.0,364.0,56.0,1.0,2,1,0,0,108,0,0
7838.0,213.0,506.0,180.0,9.0,2,2,0,0,102,0,0
1476.0,125.0,187.0,0.0,0.0,0,2,0,0,161,1,0
5367.0,409.0,1159.0,27.0,25.0,0,2,0,0,85,0,0
1407.0,263.0,414.0,72.0,4.0,2,2,0,0,85,0,0
873.0,122.0,427.0,33.0,2.0,2,2,0,0,140,1,0
2396.0,46.0,68.0,154.0,0.0,0,2,0,0,0,0,0
1913.0,151.0,1172.0,171.0,0.0,0,1,0,0,151,0,0
96.0,23.0,60.0,1.0,0.0,2,2,0,0,72,0,0
540.0,116.0,220.0,45.0,1.0,2,2,0,0,69,1,0
21069.0,2221.0,1636.0,944.0,26.0,0,2,0,0,151,0,0
6256.0,517.0,34.0,264.0,3.0,2,2,0,0,138,0,0
4043.0,126.0,126.0,98.0,1.0,0,2,0,0,43,0,0
6213.0,245.0,153.0,0.0,11.0,2,2,0,0,86,0,0
4418.0,111.0,282.0,146.0,1.0,2,2,0,0,159,0,0
478.0,34.0,77.0,2.0,0.0,-2,1,0,0,57,0,0
6631.0,292.0,611.0,66.0,3.0,2,2,0,0,147,0,0
93.0,18.0,186.0,28.0,0.0,2,2,0,0,97,0,0
802.0,44.0,63.0,29.0,0.0,2,2,0,0,114,0,0
315.0,44.0,138.0,9.0,0.0,-2,1,0,0,131,1,0
831.0,75.0,217.0,519.0,0.0,-2,2,0,0,51,0,0
277.0,35.0,139.0,0.0,1.0,0,2,0,0,97,0,0
4082.0,244.0,294.0,257.0,0.0,0,2,0,0,94,0,0
334.0,21.0,368.0,3.0,0.0,2,2,0,0,20,0,0
299.0,29.0,28.0,3.0,0.0,2,1,0,0,84,0,0
319.0,40.0,53.0,1.0,0.0,2,2,0,0,160,1,0
549.0,123.0,213.0,2.0,0.0,2,1,0,0,123,0,0
618.0,22.0,125.0,207.0,0.0,0,2,0,0,87,0,0
421.0,48.0,96.0,1.0,0.0,2,1,0,0,48,0,0
1205.0,233.0,40.0,29.0,1.0,2,2,0,0,160,0,0
1667.0,408372.0,194.0,4.0,744.0,-2,2,0,0,37,0,0
9057.0,504.0,401.0,3891.0,9.0,0,2,0,0,93,0,0
294.0,30.0,96.0,4.0,0.0,-2,1,0,0,23,0,0
294.0,42.0,81.0,13.0,0.0,-2,1,0,0,139,0,0
508.0,479.0,261.0,0.0,17.0,2,2,0,0,64,0,0
4476.0,612.0,257.0,267.0,35.0,2,2,0,0,83,0,0
1132.0,131.0,193.0,4.0,1.0,2,2,0,0,122,1,0
364.0,74.0,182.0,4.0,1.0,2,2,0,0,51,1,0
1181.0,55.0,271.0,6.0,0.0,-2,2,0,0,110,0,0
360.0,95.0,213.0,1.0,0.0,2,2,0,0,58,0,0
28.0,19.0,253.0,12.0,0.0,2,1,0,0,4,1,0
159.0,27.0,255.0,2.0,0.0,-2,1,0,0,69,1,0
649.0,68.0,178.0,60.0,1.0,0,2,0,0,76,1,0
2264.0,169.0,1021.0,30.0,2.0,2,2,0,0,16,0,0
67.0,15.0,76.0,0.0,0.0,2,2,0,0,152,0,0
3833.0,111.0,216.0,0.0,1.0,0,2,0,0,65,0,0
76.0,30.0,96.0,8.0,0.0,0,2,0,0,26,0,0
495.0,34.0,68.0,5.0,0.0,-2,1,0,0,98,1,0
2349.0,76.0,377.0,8.0,0.0,-2,2,0,0,80,0,0
10619.0,11089.0,565.0,776.0,245.0,0,2,0,0,52,0,0
820.0,227.0,521.0,20.0,5.0,2,2,0,0,0,0,0
758.0,102.0,254.0,2.0,2.0,2,1,0,0,17,0,0
1065.0,144.0,543.0,156.0,0.0,-2,2,0,0,108,1,0
380.0,65.0,186.0,1.0,0.0,-2,2,0,0,114,0,0
9971.0,1271.0,619.0,10146.0,15.0,0,2,0,0,68,0,0
117.0,53.0,56.0,1.0,2.0,-2,1,0,0,23,0,0
14467.0,1612.0,1581.0,431.0,10.0,2,2,0,0,101,0,0
1869.0,95.0,135.0,42.0,0.0,2,2,0,0,126,0,0
504.0,133.0,270.0,1.0,3.0,2,2,0,0,64,0,0
360.0,190.0,620.0,12.0,0.0,2,2,0,0,92,0,0
2620.0,357.0,826.0,17.0,1.0,0,2,0,0,93,0,0
3461.0,239.0,348.0,458.0,4.0,-2,2,0,0,64,0,0
9966.0,115.0,454.0,60.0,10.0,2,1,0,0,108,0,0
2765.0,2698.0,261.0,56.0,159.0,-2,1,0,0,100,0,0
24057.0,1076.0,840.0,69.0,36.0,0,2,0,0,103,1,0
30909.0,2818.0,3032.0,1981.0,87.0,0,1,0,0,152,0,0
2685.0,68.0,258.0,585.0,1.0,0,2,0,0,10,0,0
161.0,72.0,14.0,3.0,2.0,0,2,0,0,34,0,0
2656.0,95.0,174.0,224.0,3.0,2,1,0,0,60,0,0
16955.0,3286.0,2743.0,2.0,87.0,0,2,0,0,24,0,0
4067.0,777.0,1995.0,347.0,22.0,0,1,0,0,40,0,0
4190.0,140.0,190.0,46.0,0.0,0,1,0,0,14,0,0
14246.0,932.0,781.0,4047.0,30.0,-2,2,0,0,154,0,0
594.0,44.0,91.0,0.0,0.0,2,2,0,0,56,0,0
360.0,81.0,182.0,78.0,0.0,-2,2,0,0,134,0,0
707.0,27.0,59.0,1.0,1.0,-2,2,0,0,36,1,0
444.0,125.0,452.0,16.0,4.0,-2,1,0,0,119,0,0
15131.0,2107.0,1898.0,1170.0,28.0,0,2,0,0,157,0,0
5936.0,200.0,461.0,81.0,4.0,0,2,0,0,56,0,0
540.0,57.0,104.0,14.0,0.0,0,2,0,0,160,0,0
889.0,201.0,500.0,7.0,5.0,2,1,0,0,28,1,0
3980.0,625.0,268.0,267.0,8.0,1,2,0,0,133,1,0
5558.0,872.0,625.0,3146.0,7.0,0,2,0,0,31,0,0
1656.0,126.0,650.0,20.0,0.0,-2,2,0,0,75,0,0
3139.0,237.0,487.0,32.0,7.0,-2,2,0,0,106,0,0
5660.0,554.0,937.0,6.0,23.0,0,2,0,0,158,0,0
476.0,347.0,431.0,4.0,8.0,-2,1,0,0,84,0,0
63.0,10.0,41.0,10.0,0.0,0,1,0,0,58,1,0
621.0,25.0,135.0,2.0,0.0,2,2,0,0,137,0,0
160.0,53.0,487.0,1.0,1.0,2,1,0,0,82,1,0
9410.0,577.0,776.0,448.0,7.0,2,2,0,0,77,0,0
777.0,87.0,305.0,0.0,2.0,2,2,0,0,111,1,0
10378.0,286.0,538.0,321.0,3.0,2,2,0,0,97,1,0
622.0,49.0,218.0,7.0,1.0,-2,2,0,0,104,1,0
1550.0,235.0,533.0,5.0,3.0,2,2,0,0,110,1,0
6634.0,326.0,423.0,136.0,1.0,0,2,0,0,90,0,0
112.0,154.0,257.0,0.0,1.0,2,1,0,0,87,0,0
1671.0,86.0,80.0,50.0,2.0,2,2,0,0,28,0,0
887.0,547.0,1416.0,179.0,2.0,0,2,0,0,68,0,0
36944.0,582.0,437.0,702.0,10.0,2,2,0,0,134,0,0
200.0,43.0,203.0,2.0,2.0,2,2,0,0,11,0,0
104.0,63.0,295.0,0.0,1.0,2,2,0,0,12,0,0
101.0,22.0,29.0,3.0,0.0,-2,2,0,0,122,1,0
1358.0,119.0,626.0,136.0,0.0,0,2,0,0,110,0,0
288.0,11.0,68.0,9.0,0.0,-2,2,0,0,88,0,0
883.0,1047.0,1516.0,7.0,10.0,2,2,0,0,58,0,0
8662.0,172.0,115.0,31.0,1.0,-2,2,0,0,131,0,0
1352.0,1403.0,1442.0,287.0,6.0,2,2,0,0,29,0,0
639.0,136.0,471.0,12.0,1.0,0,2,0,0,21,0,0
441.0,36.0,166.0,0.0,0.0,0,2,0,0,32,1,0
5369.0,300.0,102.0,28.0,3.0,-2,2,0,0,112,1,0
30010.0,478.0,261.0,659.0,13.0,0,1,0,0,97,0,0
3366.0,78.0,215.0,6.0,0.0,2,2,0,0,100,0,0
1529.0,315.0,706.0,1409.0,1.0,-2,2,0,0,22,0,0
2212.0,117.0,287.0,2.0,2.0,-2,3,0,0,75,1,0
252.0,53.0,411.0,6.0,0.0,-2,2,0,0,41,0,0
272.0,106.0,232.0,106.0,0.0,0,2,0,0,34,0,0
3088.0,221.0,561.0,723.0,0.0,-2,2,0,0,71,0,0
629.0,61.0,179.0,236.0,1.0,-2,2,0,0,36,0,0
3134.0,162.0,369.0,422.0,5.0,2,2,0,0,156,0,0
4145.0,3137.0,142.0,24.0,58.0,2,2,0,0,23,0,0
236.0,71.0,109.0,225.0,0.0,0,2,0,0,27,0,0
520.0,101.0,286.0,98.0,1.0,0,2,0,0,85,0,0
9824.0,195.0,117.0,102.0,8.0,0,2,0,0,99,0,0
493.0,300.0,310.0,3.0,6.0,-2,2,0,0,90,1,0
6475.0,438.0,938.0,983.0,3.0,0,2,0,0,52,0,0
137.0,13.0,48.0,4.0,0.0,-2,2,0,0,89,0,0
1257.0,160.0,243.0,259.0,1.0,-2,2,0,0,159,0,0
5671.0,210.0,235.0,161.0,3.0,0,2,0,0,56,0,0
1149.0,45.0,85.0,19.0,0.0,-2,2,0,0,48,0,0
4323.0,80.0,40.0,99.0,2.0,2,2,0,0,123,0,0
1063.0,88.0,228.0,35.0,1.0,2,1,0,0,36,0,0
106.0,74.0,334.0,0.0,0.0,-2,2,0,0,87,0,0
1368.0,252.0,627.0,98.0,1.0,2,2,0,0,158,0,0
770.0,42.0,149.0,28.0,0.0,0,2,0,0,36,0,0
5755.0,201.0,165.0,3.0,0.0,2,2,0,0,38,0,0
3907.0,315.0,460.0,31.0,5.0,0,2,0,0,50,0,0
1465.0,61.0,158.0,38.0,2.0,-1,2,0,0,38,0,0
3653.0,84.0,118.0,23.0,0.0,2,2,0,0,98,1,0
3569.0,127.0,290.0,4.0,3.0,2,2,0,0,106,0,0
8707.0,1053.0,448.0,400.0,30.0,-2,2,0,0,122,0,0
1254.0,54.0,219.0,2.0,0.0,0,2,0,0,54,0,0
257.0,43.0,64.0,15.0,0.0,-2,2,0,0,143,0,0
3204.0,120.0,253.0,4.0,0.0,-2,2,0,0,136,0,0
1875.0,97.0,198.0,525.0,0.0,-2,2,0,0,122,0,0
1287.0,22.0,105.0,4.0,0.0,2,2,0,0,18,1,0
6793.0,210.0,175.0,23.0,2.0,-2,2,0,0,33,0,0
431.0,29.0,195.0,12.0,0.0,-2,1,0,0,96,1,0
32223.0,4053.0,956.0,3025.0,54.0,2,2,0,0,31,0,0
107.0,89.0,81.0,4.0,0.0,2,2,0,0,160,1,0
8679.0,274.0,251.0,257.0,37.0,0,1,0,0,33,0,0
5707.0,281.0,259.0,2535.0,1.0,-2,2,0,0,148,0,0
485.0,423.0,400.0,0.0,1.0,2,2,0,0,82,1,0
834.0,102.0,252.0,15.0,0.0,-2,2,0,0,133,1,0
666.0,33.0,135.0,1.0,0.0,2,2,0,0,15,0,0
6812.0,163.0,445.0,253.0,2.0,-2,2,0,0,125,0,0
1462.0,68.0,96.0,6.0,0.0,2,1,0,0,68,0,0
746.0,61.0,203.0,9.0,0.0,2,2,0,0,91,0,0
28833.0,329.0,588.0,61.0,11.0,0,2,0,0,154,0,0
1583.0,46.0,98.0,3756.0,2.0,-2,2,0,0,84,1,0
572.0,133.0,209.0,37.0,0.0,0,2,0,0,35,0,0
2917.0,395.0,700.0,12.0,8.0,0,2,0,0,59,0,0
12381.0,297.0,215.0,259.0,3.0,0,2,0,0,127,0,0
5299.0,1218.0,554.0,13.0,18.0,-2,2,0,0,159,0,0
2511.0,66.0,58.0,0.0,0.0,-2,2,0,0,126,0,0
9.0,19.0,139.0,3.0,0.0,2,2,0,0,160,1,0
154.0,45.0,94.0,6.0,0.0,2,1,0,0,24,1,0
861.0,32.0,93.0,2.0,1.0,0,2,0,0,124,1,0
716.0,149.0,428.0,109.0,0.0,-2,1,0,0,13,0,0
4428.0,1228.0,970.0,934.0,4.0,0,2,0,0,53,0,0
9115.0,464.0,410.0,3531.0,9.0,0,2,0,0,60,1,0
259.0,97.0,126.0,53.0,0.0,0,2,0,0,137,1,0
18470.0,1341.0,2002.0,4279.0,7.0,-2,2,0,0,116,0,0
2493.0,275.0,549.0,8.0,0.0,0,2,0,0,88,0,0
1549.0,92.0,469.0,399.0,0.0,-2,2,0,0,26,0,0
47918.0,3074.0,1686.0,434.0,42.0,-2,2,0,0,158,0,0
280.0,117.0,184.0,4.0,1.0,0,1,0,0,157,0,0
12834.0,678.0,337.0,1903.0,12.0,2,2,0,0,32,1,0
1172.0,206.0,341.0,77.0,1.0,2,2,0,0,152,0,0
32448.0,1330.0,1609.0,834.0,23.0,-2,2,0,0,132,1,0
144.0,58.0,194.0,67.0,0.0,-2,2,0,0,25,0,0
4392.0,418.0,1020.0,6.0,1.0,0,2,0,0,107,0,0
3450.0,127.0,123.0,11.0,3.0,2,2,0,0,38,0,0
691.0,61.0,153.0,34.0,0.0,0,2,0,0,142,1,0
