friends_count,favourites_count,followers_count,label,verified,listed_count
572,0,22,1,,0
721,0,21,1,,0
527,0,25,1,,0
656,0,24,1,,0
639,0,22,1,,0
565,0,27,1,,0
511,0,22,1,,0
579,0,21,1,,0
623,0,25,1,,0
640,0,23,1,,0
496,0,26,1,,0
654,0,21,1,,0
609,0,17,1,,0
561,0,25,1,,0
606,0,18,1,,0
721,0,24,1,,0
587,0,26,1,,0
782,0,27,1,,0
827,0,38,1,,0
506,0,19,1,,0
703,0,27,1,,0
624,0,19,1,,0
611,0,26,1,,0
551,0,18,1,,0
575,0,22,1,,0
542,0,15,1,,0
653,0,27,1,,0
515,0,16,1,,0
535,0,12,1,,0
626,0,25,1,,0
637,0,22,1,,0
712,0,24,1,,0
543,0,15,1,,0
511,0,27,1,,0
470,0,23,1,,0
636,0,20,1,,0
582,0,24,1,,0
537,0,20,1,,0
563,0,15,1,,0
548,0,23,1,,0
442,0,7,1,,0
519,0,18,1,,0
527,0,19,1,,0
600,0,20,1,,0
672,0,16,1,,0
543,0,23,1,,0
500,0,22,1,,0
524,0,18,1,,0
593,0,19,1,,0
515,0,18,1,,0
579,0,30,1,,0
736,0,24,1,,0
534,0,27,1,,0
523,0,21,1,,0
555,0,21,1,,0
527,0,21,1,,0
544,0,24,1,,0
452,0,17,1,,0
607,0,17,1,,0
535,0,21,1,,0
568,0,22,1,,0
523,0,17,1,,0
518,0,20,1,,0
529,0,16,1,,0
534,0,21,1,,0
513,0,25,1,,0
572,0,20,1,,0
508,0,25,1,,0
540,0,28,1,,0
566,0,19,1,,0
556,0,19,1,,0
527,0,22,1,,0
524,0,20,1,,0
536,0,27,1,,0
513,0,18,1,,0
529,0,23,1,,0
554,0,11,1,,0
546,0,15,1,,0
544,0,22,1,,0
495,0,19,1,,0
548,0,20,1,,0
595,0,22,1,,0
623,0,22,1,,0
540,0,15,1,,0
520,0,23,1,,0
726,0,37,1,,0
528,0,23,1,,0
507,0,24,1,,0
512,0,15,1,,0
547,0,22,1,,0
503,0,18,1,,0
468,0,22,1,,0
520,3,17,1,,0
706,0,24,1,,0
512,0,23,1,,0
538,0,18,1,,0
504,0,13,1,,0
506,0,17,1,,0
559,0,16,1,,0
583,0,31,1,,0
557,0,21,1,,0
648,0,26,1,,0
549,0,23,1,,0
515,0,20,1,,0
551,0,21,1,,0
501,0,26,1,,0
498,0,15,1,,0
511,0,20,1,,0
593,0,25,1,,0
506,0,28,1,,0
535,0,18,1,,0
616,0,27,1,,0
547,0,19,1,,0
532,0,26,1,,0
565,0,15,1,,0
526,0,25,1,,0
651,0,33,1,,0
508,0,18,1,,0
561,0,16,1,,0
445,0,16,1,,0
547,0,13,1,,0
519,0,35,1,,0
404,0,19,1,,0
483,0,24,1,,0
427,0,19,1,,0
432,0,14,1,,0
628,0,31,1,,0
627,0,18,1,,0
625,0,28,1,,0
617,0,19,1,,0
593,0,15,1,,0
0,0,0,1,,0
615,0,28,1,,0
624,0,22,1,,0
773,0,27,1,,0
619,0,26,1,,0
782,0,21,1,,0
650,0,17,1,,0
838,0,23,1,,0
573,0,16,1,,0
666,0,23,1,,0
738,0,23,1,,0
730,0,20,1,,0
593,0,20,1,,0
601,0,15,1,,0
614,0,18,1,,0
1098,0,26,1,,0
713,0,21,1,,0
699,0,19,1,,0
651,0,29,1,,0
668,0,15,1,,0
658,0,18,1,,0
617,0,22,1,,0
1152,0,31,1,,0
672,0,22,1,,0
573,0,15,1,,0
639,0,26,1,,0
621,0,23,1,,0
584,0,23,1,,0
962,0,27,1,,0
708,0,28,1,,0
1015,0,32,1,,0
641,0,19,1,,0
850,0,20,1,,0
626,0,26,1,,0
843,0,21,1,,0
740,0,13,1,,0
619,0,18,1,,0
587,0,17,1,,0
687,0,28,1,,0
585,0,22,1,,0
656,0,18,1,,0
771,0,28,1,,0
636,0,18,1,,0
718,0,27,1,,0
736,0,19,1,,0
549,0,24,1,,0
715,1,20,1,,0
585,0,26,1,,0
699,0,16,1,,0
602,0,16,1,,0
575,0,25,1,,0
526,0,13,1,,0
808,0,19,1,,0
651,0,15,1,,0
519,0,17,1,,0
664,0,20,1,,0
530,0,14,1,,0
530,0,22,1,,0
646,0,24,1,,0
565,0,23,1,,0
734,0,30,1,,0
579,0,24,1,,0
852,0,33,1,,0
625,0,27,1,,0
652,0,25,1,,0
564,0,20,1,,0
521,0,15,1,,0
647,0,20,1,,0
538,0,24,1,,0
517,0,22,1,,0
551,0,19,1,,0
552,0,21,1,,0
481,0,29,1,,0
524,0,25,1,,0
507,0,21,1,,0
702,0,20,1,,0
557,0,27,1,,0
577,0,21,1,,0
548,0,18,1,,0
566,0,17,1,,0
560,0,22,1,,0
588,0,26,1,,0
518,0,22,1,,0
565,0,20,1,,0
582,0,23,1,,0
547,0,17,1,,0
753,0,29,1,,0
624,0,17,1,,0
665,0,19,1,,0
517,0,29,1,,0
507,0,19,1,,0
531,0,16,1,,0
583,0,23,1,,0
499,0,19,1,,0
552,0,25,1,,0
584,0,24,1,,0
562,0,14,1,,0
578,0,15,1,,0
489,0,25,1,,0
500,0,18,1,,0
451,0,16,1,,0
634,0,28,1,,0
607,1,20,1,,0
493,0,16,1,,0
505,0,22,1,,0
475,0,15,1,,0
619,0,25,1,,0
534,0,20,1,,0
541,0,22,1,,1
566,0,20,1,,0
549,0,21,1,,0
508,0,15,1,,0
502,0,20,1,,0
525,0,18,1,,0
522,0,32,1,,0
519,0,16,1,,0
408,0,10,1,,0
749,0,34,1,,0
559,0,15,1,,0
511,0,25,1,,0
492,0,23,1,,0
585,0,23,1,,0
595,0,26,1,,0
478,0,22,1,,0
446,0,17,1,,0
473,0,19,1,,0
490,0,24,1,,0
462,0,24,1,,0
501,0,18,1,,0
491,0,21,1,,0
630,0,26,1,,0
434,0,19,1,,0
461,0,20,1,,0
485,0,16,1,,0
644,0,25,1,,0
404,0,24,1,,0
474,0,20,1,,0
393,0,22,1,,0
460,0,20,1,,0
498,0,20,1,,0
483,0,13,1,,0
438,0,16,1,,0
511,0,19,1,,0
355,0,16,1,,0
412,0,20,1,,0
456,0,18,1,,0
440,0,9,1,,0
464,0,26,1,,0
390,0,24,1,,0
394,0,12,1,,0
421,0,18,1,,0
403,0,13,1,,0
377,0,19,1,,0
397,0,17,1,,0
399,0,21,1,,0
414,0,21,1,,0
431,0,23,1,,0
395,0,15,1,,0
398,0,26,1,,0
379,0,13,1,,0
484,0,21,1,,0
529,0,14,1,,0
464,0,21,1,,0
415,0,10,1,,0
384,0,19,1,,0
400,0,27,1,,0
401,0,19,1,,0
429,0,13,1,,0
374,0,13,1,,0
363,0,22,1,,0
400,0,25,1,,0
405,0,10,1,,0
397,0,20,1,,0
400,0,18,1,,0
373,0,18,1,,0
390,0,18,1,,0
394,0,11,1,,0
382,0,18,1,,0
418,0,21,1,,0
365,0,12,1,,0
394,0,19,1,,0
431,0,24,1,,0
399,0,15,1,,0
381,0,15,1,,0
389,0,23,1,,0
384,0,15,1,,0
388,0,10,1,,0
411,0,19,1,,0
359,0,20,1,,0
353,0,18,1,,0
354,0,19,1,,0
402,0,16,1,,0
344,0,15,1,,0
408,0,23,1,,0
365,0,20,1,,0
360,0,25,1,,0
358,0,20,1,,0
366,0,12,1,,0
364,0,18,1,,0
936,0,43,1,,0
365,0,21,1,,0
406,0,20,1,,0
386,0,18,1,,0
404,0,14,1,,0
404,0,13,1,,0
398,0,14,1,,0
340,1,15,1,,0
452,0,18,1,,0
385,0,16,1,,0
379,0,25,1,,0
407,0,28,1,,0
407,0,20,1,,0
375,0,16,1,,0
391,0,13,1,,0
360,0,17,1,,0
954,0,32,1,,0
351,0,23,1,,0
407,0,23,1,,0
381,0,18,1,,0
402,0,12,1,,0
393,0,12,1,,0
379,0,14,1,,0
337,0,21,1,,0
424,0,21,1,,0
360,0,21,1,,0
380,0,16,1,,0
346,0,16,1,,0
422,0,15,1,,0
432,0,22,1,,0
315,0,18,1,,0
395,0,24,1,,0
358,0,18,1,,0
329,0,16,1,,0
476,0,29,1,,0
368,0,19,1,,0
342,0,25,1,,0
388,0,20,1,,0
373,0,24,1,,0
339,0,10,1,,0
355,0,17,1,,0
349,0,21,1,,0
365,0,18,1,,0
366,0,13,1,,0
349,0,20,1,,0
370,0,20,1,,0
336,0,15,1,,0
338,0,18,1,,0
373,0,23,1,,0
377,0,17,1,,0
333,0,17,1,,0
337,0,20,1,,0
326,0,19,1,,0
366,0,20,1,,0
351,0,14,1,,0
365,0,14,1,,0
337,0,19,1,,0
398,0,8,1,,0
300,0,14,1,,0
383,0,20,1,,0
362,0,11,1,,0
371,0,18,1,,0
349,0,16,1,,0
369,0,16,1,,0
330,0,16,1,,0
369,0,15,1,,0
357,0,18,1,,0
361,0,10,1,,0
406,0,24,1,,0
333,0,18,1,,0
322,0,12,1,,0
345,0,16,1,,0
334,0,18,1,,0
370,0,11,1,,0
394,0,18,1,,0
349,0,23,1,,0
459,0,23,1,,0
336,0,19,1,,0
361,0,25,1,,0
321,0,20,1,,0
310,0,17,1,,0
515,0,13,1,,0
341,0,17,1,,0
345,0,17,1,,0
353,0,23,1,,0
350,0,18,1,,0
285,0,22,1,,0
384,0,16,1,,0
317,0,11,1,,0
367,0,25,1,,0
503,0,25,1,,0
394,0,15,1,,0
346,0,22,1,,0
340,0,22,1,,0
453,0,22,1,,0
521,0,24,1,,0
490,0,27,1,,0
359,0,23,1,,0
340,0,19,1,,0
372,0,22,1,,0
385,0,13,1,,0
320,0,15,1,,0
312,0,15,1,,0
310,0,13,1,,0
318,0,18,1,,0
357,0,22,1,,0
330,0,20,1,,0
360,0,26,1,,0
330,0,19,1,,0
364,0,15,1,,0
346,0,12,1,,0
338,0,21,1,,0
530,0,28,1,,0
315,0,17,1,,0
305,0,18,1,,0
539,0,20,1,,0
528,0,22,1,,0
336,0,14,1,,0
338,0,9,1,,0
370,0,14,1,,0
321,0,14,1,,0
314,0,22,1,,0
312,0,13,1,,0
443,0,25,1,,0
327,0,16,1,,0
501,0,23,1,,0
320,0,12,1,,0
403,0,18,1,,0
372,0,15,1,,0
519,0,25,1,,0
539,0,23,1,,0
344,0,23,1,,0
348,0,20,1,,0
315,0,14,1,,0
520,0,27,1,,0
344,0,8,1,,0
353,0,19,1,,0
327,0,12,1,,0
318,0,17,1,,0
356,0,12,1,,0
350,0,23,1,,0
388,0,19,1,,0
343,0,16,1,,0
336,0,21,1,,0
429,0,16,1,,0
312,0,12,1,,0
408,0,11,1,,0
319,0,16,1,,0
346,0,13,1,,0
328,0,25,1,,0
295,0,17,1,,0
304,0,19,1,,0
334,0,12,1,,0
379,0,24,1,,0
347,0,14,1,,0
336,0,10,1,,0
321,0,13,1,,0
335,0,21,1,,0
353,0,15,1,,0
373,0,16,1,,0
329,0,13,1,,0
362,0,17,1,,0
337,0,15,1,,0
344,0,17,1,,0
332,0,20,1,,0
334,0,16,1,,0
319,0,11,1,,0
342,0,8,1,,0
310,0,16,1,,0
300,0,17,1,,0
334,0,13,1,,0
312,0,18,1,,0
349,0,24,1,,0
348,1,15,1,,0
299,0,25,1,,0
348,0,14,1,,0
309,0,20,1,,0
418,0,17,1,,0
350,0,20,1,,0
351,0,17,1,,0
394,0,10,1,,0
332,0,15,1,,0
311,0,16,1,,0
332,0,14,1,,0
273,0,14,1,,0
336,1,16,1,,0
343,0,15,1,,0
293,0,22,1,,0
343,0,17,1,,0
302,0,12,1,,0
326,0,15,1,,0
328,0,18,1,,0
355,0,11,1,,0
329,0,11,1,,0
322,0,20,1,,0
311,0,12,1,,0
276,0,10,1,,0
350,0,12,1,,0
316,0,16,1,,0
374,0,16,1,,0
370,0,19,1,,0
321,0,7,1,,0
321,0,12,1,,0
330,0,13,1,,0
371,0,23,1,,0
313,0,29,1,,0
312,0,22,1,,0
335,0,17,1,,0
308,0,15,1,,0
354,0,11,1,,0
330,0,14,1,,0
327,0,14,1,,0
323,0,19,1,,0
325,0,17,1,,0
333,0,9,1,,0
341,0,23,1,,0
333,0,12,1,,0
540,0,22,1,,0
520,0,15,1,,0
536,0,17,1,,0
354,0,23,1,,0
314,0,17,1,,0
302,0,18,1,,0
293,0,10,1,,0
535,0,30,1,,0
333,0,20,1,,0
326,0,18,1,,0
314,0,13,1,,0
361,0,27,1,,0
322,0,15,1,,0
317,0,14,1,,0
347,0,18,1,,0
314,0,14,1,,0
307,0,13,1,,0
319,0,17,1,,0
361,0,14,1,,0
313,0,17,1,,0
338,0,15,1,,0
323,0,14,1,,0
292,0,10,1,,0
347,0,13,1,,0
299,0,20,1,,0
276,0,21,1,,0
299,0,16,1,,0
324,0,15,1,,0
336,0,17,1,,0
310,0,19,1,,0
305,0,12,1,,0
305,0,17,1,,0
286,0,22,1,,0
323,0,23,1,,0
323,0,25,1,,0
288,2,17,1,,0
517,0,23,1,,0
263,0,18,1,,0
326,0,16,1,,0
303,0,18,1,,0
324,0,18,1,,0
313,0,21,1,,0
294,0,15,1,,0
318,0,25,1,,0
336,0,16,1,,0
323,0,17,1,,0
265,0,32,1,,0
301,0,18,1,,0
314,0,18,1,,0
322,0,17,1,,0
305,0,14,1,,0
321,0,15,1,,0
306,0,16,1,,0
298,0,9,1,,0
657,0,24,1,,0
308,0,20,1,,0
317,0,18,1,,0
332,0,13,1,,0
323,0,16,1,,0
306,0,11,1,,0
461,0,23,1,,0
326,0,14,1,,0
326,0,32,1,,0
328,0,15,1,,0
288,0,16,1,,0
326,0,17,1,,0
320,0,24,1,,0
352,0,23,1,,0
351,0,22,1,,0
306,0,10,1,,0
543,0,19,1,,0
292,0,16,1,,0
349,0,25,1,,0
338,0,16,1,,0
626,0,24,1,,0
330,0,18,1,,0
315,0,19,1,,0
316,0,14,1,,0
527,0,20,1,,0
286,0,18,1,,0
311,0,19,1,,0
494,0,19,1,,0
272,0,23,1,,0
280,0,15,1,,0
260,0,14,1,,0
273,0,13,1,,0
309,0,18,1,,0
624,0,23,1,,0
481,0,48,1,,0
536,1,31,1,,0
325,0,16,1,,0
323,0,15,1,,0
326,0,21,1,,0
310,0,18,1,,0
334,0,9,1,,0
500,0,26,1,,0
2,0,0,1,,0
533,0,25,1,,0
270,0,22,1,,0
342,0,23,1,,0
294,0,11,1,,0
302,0,26,1,,0
316,0,21,1,,0
685,0,18,1,,0
302,0,11,1,,0
306,0,23,1,,0
268,0,15,1,,0
535,0,28,1,,0
284,0,15,1,,0
280,0,20,1,,0
317,0,12,1,,0
294,0,24,1,,0
319,0,14,1,,0
297,0,10,1,,0
318,0,16,1,,0
267,0,18,1,,0
325,0,18,1,,0
264,0,9,1,,0
336,0,24,1,,0
302,0,14,1,,0
327,0,13,1,,0
310,0,23,1,,0
308,0,17,1,,0
345,0,11,1,,0
266,0,18,1,,0
275,0,16,1,,0
313,0,20,1,,0
320,0,13,1,,0
262,0,17,1,,0
304,0,17,1,,0
269,0,12,1,,0
328,0,16,1,,0
289,0,16,1,,0
668,5,22,1,,0
308,0,18,1,,0
326,0,20,1,,0
315,0,16,1,,0
293,0,14,1,,0
287,0,20,1,,0
514,0,21,1,,0
282,0,13,1,,0
274,0,15,1,,0
307,0,14,1,,0
297,0,18,1,,0
269,0,25,1,,0
303,0,17,1,,0
319,0,15,1,,0
272,0,12,1,,0
284,0,18,1,,0
277,0,18,1,,0
267,0,19,1,,0
319,0,19,1,,0
341,0,13,1,,0
228,0,19,1,,0
289,0,21,1,,0
284,0,21,1,,0
317,0,15,1,,0
293,0,16,1,,0
298,0,19,1,,0
289,0,14,1,,0
288,0,23,1,,0
280,0,19,1,,0
281,0,10,1,,0
314,0,12,1,,0
255,0,21,1,,0
266,0,10,1,,0
305,0,16,1,,0
307,0,12,1,,0
263,0,14,1,,0
285,0,14,1,,0
302,0,16,1,,0
267,0,17,1,,0
279,0,22,1,,0
270,0,15,1,,0
301,0,15,1,,0
276,0,15,1,,0
259,0,8,1,,0
245,0,6,1,,0
288,0,20,1,,0
277,0,16,1,,0
262,0,13,1,,0
303,0,16,1,,0
278,0,12,1,,0
270,0,18,1,,0
270,0,24,1,,0
288,0,12,1,,0
262,0,16,1,,0
241,0,7,1,,0
307,0,23,1,,0
272,0,19,1,,0
273,0,16,1,,0
288,0,17,1,,0
260,0,22,1,,0
280,0,11,1,,0
279,0,21,1,,0
287,0,17,1,,0
316,0,17,1,,0
283,0,17,1,,0
295,0,20,1,,0
320,2,18,1,,0
294,0,13,1,,0
263,0,23,1,,0
316,0,15,1,,0
290,0,12,1,,0
313,0,19,1,,0
274,0,22,1,,0
272,0,18,1,,0
276,0,20,1,,0
314,0,16,1,,0
278,0,22,1,,0
289,0,15,1,,0
331,0,16,1,,0
293,0,11,1,,0
303,1,14,1,,0
308,0,12,1,,0
287,0,13,1,,0
298,0,12,1,,0
307,0,11,1,,0
283,0,13,1,,0
282,0,11,1,,0
569,0,17,1,,0
681,0,27,1,,0
264,0,18,1,,0
289,0,11,1,,0
635,0,21,1,,0
308,0,16,1,,0
280,0,22,1,,0
649,0,21,1,,0
283,0,12,1,,0
271,0,18,1,,0
614,0,30,1,,0
277,0,21,1,,0
287,0,9,1,,0
577,0,25,1,,0
289,0,20,1,,0
266,0,22,1,,0
244,0,18,1,,0
259,0,21,1,,0
549,0,18,1,,0
291,0,8,1,,0
295,0,12,1,,0
280,0,16,1,,0
291,0,21,1,,0
262,0,25,1,,0
256,0,13,1,,0
319,0,18,1,,0
281,0,17,1,,0
282,0,20,1,,0
250,0,25,1,,0
278,0,17,1,,0
283,0,14,1,,0
276,0,17,1,,0
249,0,14,1,,0
296,0,15,1,,0
273,0,17,1,,0
308,0,9,1,,0
281,0,14,1,,0
280,0,18,1,,0
237,0,10,1,,0
266,0,16,1,,0
255,0,16,1,,0
253,0,21,1,,0
326,0,13,1,,0
303,0,19,1,,0
269,0,21,1,,0
302,0,19,1,,0
294,0,12,1,,0
262,0,11,1,,0
257,0,19,1,,0
270,0,21,1,,0
247,0,18,1,,0
258,0,22,1,,0
258,0,11,1,,0
276,0,13,1,,0
276,0,18,1,,0
274,0,21,1,,0
278,0,16,1,,0
311,0,17,1,,0
276,0,26,1,,0
264,0,16,1,,0
270,0,17,1,,0
267,0,15,1,,0
269,0,14,1,,0
284,0,14,1,,0
299,0,9,1,,0
306,0,25,1,,0
251,0,13,1,,0
275,0,13,1,,0
263,0,13,1,,0
260,0,13,1,,0
247,0,13,1,,0
319,0,22,1,,0
294,0,21,1,,0
306,0,13,1,,0
236,0,12,1,,0
250,0,20,1,,0
263,0,10,1,,0
280,0,14,1,,0
290,0,20,1,,0
261,0,15,1,,0
245,0,12,1,,0
296,0,14,1,,0
263,0,20,1,,0
243,0,19,1,,0
267,0,21,1,,0
254,0,14,1,,0
290,0,13,1,,0
285,0,15,1,,0
233,0,17,1,,0
280,0,13,1,,0
235,0,15,1,,0
255,0,12,1,,0
404,0,42,1,,0
244,0,17,1,,0
239,0,12,1,,0
297,0,15,1,,0
254,0,12,1,,0
279,0,23,1,,0
250,0,18,1,,0
233,0,18,1,,0
245,0,11,1,,0
275,0,22,1,,0
248,0,14,1,,0
297,0,16,1,,0
254,0,21,1,,0
230,0,11,1,,0
264,0,15,1,,0
302,0,22,1,,0
239,0,20,1,,0
281,0,21,1,,0
251,0,16,1,,0
274,0,13,1,,0
259,0,20,1,,0
291,0,18,1,,0
522,0,25,1,,0
252,0,15,1,,0
273,0,21,1,,0
253,0,11,1,,0
303,0,22,1,,0
265,0,14,1,,0
271,0,15,1,,0
275,0,11,1,,0
299,0,13,1,,0
294,0,16,1,,0
290,0,16,1,,0
301,0,12,1,,0
238,0,13,1,,0
286,0,12,1,,0
252,0,17,1,,0
260,0,12,1,,0
284,0,16,1,,0
272,0,25,1,,0
296,0,7,1,,0
300,0,20,1,,0
284,0,23,1,,0
435,0,42,1,,0
259,0,10,1,,0
252,0,12,1,,0
237,0,13,1,,0
216,0,15,1,,0
251,0,14,1,,0
241,0,11,1,,0
221,0,7,1,,0
242,0,12,1,,0
272,0,11,1,,0
237,0,9,1,,0
263,0,7,1,,0
201,0,12,1,,0
215,0,17,1,,0
233,0,8,1,,0
224,0,19,1,,0
256,0,15,1,,0
240,0,8,1,,0
207,0,11,1,,0
224,0,12,1,,0
190,0,5,1,,0
205,0,7,1,,0
197,0,9,1,,0
268,0,16,1,,0
244,0,11,1,,0
204,0,14,1,,0
242,0,11,1,,0
219,0,18,1,,0
218,0,11,1,,0
227,0,16,1,,0
232,0,8,1,,0
214,0,16,1,,0
228,0,12,1,,0
203,0,8,1,,0
221,0,13,1,,0
201,0,7,1,,0
210,0,8,1,,0
204,0,6,1,,0
202,0,14,1,,0
228,0,11,1,,0
210,0,12,1,,0
216,0,16,1,,0
222,0,8,1,,0
224,0,9,1,,0
214,0,12,1,,0
219,0,8,1,,0
201,0,14,1,,0
236,0,15,1,,0
211,0,12,1,,0
204,0,13,1,,0
210,0,7,1,,0
203,0,11,1,,0
37,0,0,1,,0
34,0,0,1,,0
23,0,1,1,,0
35,0,0,1,,0
22,0,1,1,,0
44,0,2,1,,0
32,0,1,1,,0
33,0,1,1,,0
30,0,1,1,,0
29,0,2,1,,0
42,0,2,1,,0
24,0,2,1,,0
26,0,2,1,,0
36,0,0,1,,0
40,0,0,1,,0
46,0,3,1,,0
32,0,0,1,,0
27,0,1,1,,0
21,0,0,1,,0
43,0,2,1,,0
24,0,1,1,,0
42,0,1,1,,0
39,0,0,1,,0
36,0,4,1,,0
39,0,1,1,,0
31,0,3,1,,0
38,0,2,1,,0
31,0,0,1,,0
32,0,3,1,,0
17,0,0,1,,0
41,0,0,1,,0
44,0,1,1,,0
21,0,2,1,,0
48,0,2,1,,0
48,0,0,1,,0
38,0,0,1,,0
36,0,1,1,,0
11,0,0,1,,0
54,0,3,1,,0
29,0,0,1,,0
34,0,1,1,,0
45,0,1,1,,0
25,0,4,1,,0
22,0,2,1,,0
42,0,0,1,,0
28,0,0,1,,0
33,0,0,1,,0
38,0,1,1,,0
36,0,3,1,,0
21,0,1,1,,0
45,0,6,1,,0
33,0,3,1,,0
30,0,0,1,,0
25,0,1,1,,0
20,0,1,1,,0
25,0,0,1,,0
24,0,3,1,,0
24,0,0,1,,0
26,0,1,1,,0
28,0,1,1,,0
18,0,1,1,,0
9,0,1,1,,0
17,0,1,1,,0
19,0,0,1,,0
19,0,1,1,,0
16,0,0,1,,0
20,0,0,1,,0
8,0,1,1,,0
15,0,0,1,,0
19,0,2,1,,0
15,0,2,1,,0
20,0,2,1,,0
14,0,1,1,,0
18,0,0,1,,0
22,0,0,1,,0
12,0,1,1,,0
692,142,15349596,1,True ,45568
44,7,0,1,False ,0
475,953,762839,1,True ,3201
4801,2946,327587,1,True ,1744
647,729,13324,1,False ,44
96,177,12601567,1,True ,26952
295385,4532,112403156,1,True ,550181
168,27,2656850,1,True ,5279
66,0,4,1,False ,0
3,0,14514819,1,True ,2861
326,59,3756,1,False ,155
163965,2088,189379,1,True ,286
348,4953,7723523,1,True ,6646
1406,2224,13120,1,False ,235
362,11,5174221,1,True ,19363
4,4,1468,1,True ,24
789,382,2829,1,False ,31
513,1419,648,1,False ,7
369,10097,49,1,False ,0
6201,1396,3869942,1,True ,12362
39,4,1,1,False ,0
122006,2107,81823325,1,True ,207749
120,4047,98422,1,True ,296
1023,433,35164841,1,True ,12102
28,19,8865461,1,True ,19791
46,0,2,1,False ,0
190,6138,989533,1,True ,187
135,2862,22772146,1,True ,20805
152,384,369322,1,True ,3998
3,0,45042254,1,True ,136231
116,1608,1278734,1,True ,606
6930,14515,35828,1,True ,216
6136,2894,371354,1,True ,1815
1,6366,58285236,1,True ,86976
259,7,30839878,1,True ,44289
1571,14325,1582775,1,True ,3373
2631,12311,637388,1,True ,2138
295,90,22458623,1,True ,3487
23477,15174,22176,1,False ,8
2584,7747,757453,1,True ,2748
96,75,3810939,1,True ,10945
588,589,629,1,False ,16
125485,232808,647651,1,False ,2892
18608,47106,634056,1,True ,942
148,498,46,1,False ,0
89,601,1030736,1,True ,3145
418,48,251,1,False ,3
235,7,2,1,False ,0
252748,1383,335003,1,False ,847
5170,11475,2540025,1,True ,8896
41,5206,4964785,1,False ,6826
18,0,3,1,False ,0
4856,33127,1730436,1,True ,121
929,1559,369666,1,True ,2240
1,8,6510640,1,True ,2397
840,221,265523,1,True ,2872
111,24,729330,1,True ,1913
1205,779,1449544,1,True ,7463
5253,10320,16177929,1,True ,56946
1,81,12863312,1,True ,7417
44,14,18903185,1,True ,65362
267,364,15762008,1,True ,3056
24126,1200,67059,1,False ,142
381,736,314,1,False ,3
1052,7220,201,1,False ,0
